CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol dans / sur véhicule à moteur,2022-03-22,jour,7.0,288914.951,5037454.261,-73.70318,45.476834
Méfait,2022-03-22,soir,26.0,294534.788,5041175.622,-73.631377,45.510425
Vol de véhicule à moteur,2022-03-23,nuit,26.0,294332.723,5039519.384,-73.633927,45.495519
Méfait,2022-05-05,nuit,48.0,301219.015,5048441.45,-73.545883,45.575872
Introduction,2022-05-05,nuit,12.0,298051.39,5038858.143,-73.586338,45.489615
Vol de véhicule à moteur,2022-05-05,jour,15.0,296623.723,5034550.017,-73.604532,45.450833
Vol de véhicule à moteur,2022-05-05,jour,27.0,293454.751,5047654.271,-73.645349,45.568706
Vol dans / sur véhicule à moteur,2022-05-04,jour,38.0,299364.203,5042483.084,-73.569583,45.522245
Vol de véhicule à moteur,2022-05-05,jour,27.0,293205.103,5044756.052,-73.648479,45.542622
Vol de véhicule à moteur,2022-05-05,jour,20.0,299697.209,5040093.093,-73.565295,45.500741
Introduction,2022-05-05,jour,15.0,297578.123,5034604.523,-73.592331,45.451334
Vol de véhicule à moteur,2022-04-28,soir,8.0,287386.553,5035839.13,-73.722671,45.462264
Méfait,2022-05-05,jour,10.0,287225.825,5043246.178,-73.724992,45.528911
Méfait,2022-03-23,nuit,38.0,296605.096,5042722.865,-73.604906,45.524375
Vols qualifiés,2022-05-05,soir,48.0,300228.373,5048990.786,-73.558582,45.580809
Vol de véhicule à moteur,2022-03-23,nuit,35.0,297610.396,5043953.587,-73.592055,45.535461
Vol dans / sur véhicule à moteur,2022-05-05,soir,16.0,300599.767,5035769.747,-73.553709,45.461844
Vol de véhicule à moteur,2022-03-23,nuit,27.0,293904.542,5048043.07,-73.639595,45.572211
Vol de véhicule à moteur,2022-03-23,nuit,39.0,295140.719,5051202.5,-73.62382,45.600659
Vol de véhicule à moteur,2022-05-06,nuit,15.0,297535.372,5036796.187,-73.59291,45.471055
Vols qualifiés,2022-03-17,nuit,8.0,293525.901,5033947.226,-73.644123,45.445365
Introduction,2022-03-23,jour,15.0,298719.7751,5037524.518,-73.577771,45.47762
Vol dans / sur véhicule à moteur,2022-03-23,jour,9.0,295491.394,5036212.074,-73.61904,45.465775
Méfait,2022-05-05,soir,48.0,302629.608,5050631.597,-73.527819,45.595586
Vol de véhicule à moteur,2022-03-23,jour,42.0,296875.313,5049841.0,-73.601562,45.58843
Méfait,2022-05-06,soir,22.0,301009.789,5043225.861,-73.548524,45.528939
Vol dans / sur véhicule à moteur,2022-03-23,jour,13.0,294235.531,5031424.0,-73.634997,45.422671
Vol dans / sur véhicule à moteur,2022-03-24,jour,7.0,289177.565,5042595.386,-73.699984,45.523101
Introduction,2022-03-24,soir,35.0,297381.335,5043891.365,-73.594987,45.534899
Vol de véhicule à moteur,2022-03-24,soir,44.0,298678.688,5044805.498,-73.578387,45.543137
Vol dans / sur véhicule à moteur,2022-05-07,jour,30.0,296630.019,5047167.963,-73.604661,45.564374
Vol de véhicule à moteur,2022-03-25,jour,9.0,295063.698,5036005.255,-73.624505,45.463908
Vol dans / sur véhicule à moteur,2022-03-25,jour,8.0,289007.656,5032997.5,-73.701851,45.436732
Vol dans / sur véhicule à moteur,2022-03-25,jour,23.0,301205.187,5045525.116,-73.546039,45.54963
Méfait,2022-03-25,jour,26.0,295484.34,5039454.577,-73.619191,45.494952
Vol de véhicule à moteur,2022-03-25,jour,26.0,293890.664,5039488.543,-73.639583,45.495234
Méfait,2022-03-20,jour,38.0,299260.803,5042549.585,-73.570907,45.522842
Vol de véhicule à moteur,2022-05-07,soir,21.0,299568.729,5040710.567,-73.566946,45.506296
Vol dans / sur véhicule à moteur,2022-05-07,soir,46.0,300983.438,5050508.5,-73.548918,45.594471
Vol de véhicule à moteur,2022-05-07,soir,7.0,289317.1384,5037884.733,-73.698049,45.480716
Introduction,2022-03-25,jour,44.0,298774.066,5046679.726,-73.577189,45.560003
Introduction,2022-05-07,soir,31.0,295540.731,5044713.484,-73.618569,45.542274
Méfait,2022-05-07,soir,26.0,294388.626,5038253.134,-73.633185,45.484125
Introduction,2022-03-25,jour,38.0,297035.363,5042820.79,-73.5994,45.525261
Méfait,2022-03-25,jour,35.0,297548.214,5044683.314,-73.592862,45.542027
Vol de véhicule à moteur,2022-05-08,nuit,48.0,301456.558,5048201.651,-73.542838,45.573716
Vol de véhicule à moteur,2022-05-08,nuit,30.0,294470.412,5048321.383,-73.632351,45.574724
Vol dans / sur véhicule à moteur,2022-03-25,jour,15.0,297256.035,5035746.112,-73.596466,45.461603
Vol dans / sur véhicule à moteur,2022-03-25,jour,23.0,301441.676,5045337.166,-73.543009,45.54794
Vol dans / sur véhicule à moteur,2022-05-08,jour,44.0,299107.275,5047222.984,-73.572927,45.564894
Introduction,2022-05-08,jour,22.0,300519.972,5043997.876,-73.554801,45.535883
Vol dans / sur véhicule à moteur,2022-03-25,soir,7.0,290610.831,5041718.6,-73.681612,45.515242
Vols qualifiés,2022-05-08,jour,22.0,301332.689,5043586.6,-73.544393,45.532187
Méfait,2022-03-25,soir,12.0,297473.663,5039178.249,-73.593734,45.492489
Vol dans / sur véhicule à moteur,2022-05-08,soir,27.0,293007.782,5044958.168,-73.65101,45.544438
Vol de véhicule à moteur,2022-05-08,soir,9.0,293670.089,5036543.903,-73.642338,45.468734
Vols qualifiés,2022-03-25,soir,35.0,297917.59,5044733.59,-73.588133,45.542483
Introduction,2022-03-26,nuit,13.0,297119.688,5032268.0,-73.598155,45.430304
Vol dans / sur véhicule à moteur,2022-03-26,nuit,48.0,302381.301,5051917.095,-73.531008,45.607152
Vol de véhicule à moteur,2022-03-26,jour,22.0,300360.883,5043790.352,-73.556837,45.534015
Vol de véhicule à moteur,2022-05-02,jour,27.0,292610.687,5047043.036,-73.656148,45.563191
Introduction,2022-03-21,jour,44.0,300391.387,5045816.611,-73.556464,45.552248
Vol de véhicule à moteur,2022-03-26,jour,42.0,298356.741,5049993.066,-73.582578,45.589813
Vol dans / sur véhicule à moteur,2022-05-06,jour,16.0,298561.503,5035205.057,-73.579766,45.456747
Méfait,2022-05-09,nuit,20.0,300241.442,5039093.983,-73.558322,45.491754
Méfait,2022-03-26,jour,15.0,297410.101,5035243.082,-73.594488,45.457078
Méfait,2022-05-09,jour,48.0,302005.507,5048149.606,-73.535804,45.57325
Vol dans / sur véhicule à moteur,2022-05-07,jour,9.0,292950.982,5035912.866,-73.651519,45.463044
Méfait,2022-05-07,soir,38.0,298711.754,5043345.718,-73.577946,45.530002
Méfait,2022-03-26,jour,15.0,297410.101,5035243.082,-73.594488,45.457078
Vol dans / sur véhicule à moteur,2022-03-26,soir,13.0,292841.438,5032221.5,-73.65283,45.429825
Vols qualifiés,2022-03-26,soir,31.0,295880.783,5046057.568,-73.614239,45.554373
Vol dans / sur véhicule à moteur,2022-05-08,soir,9.0,296097.279,5036646.658,-73.611299,45.469693
Vol de véhicule à moteur,2022-05-10,nuit,9.0,295063.698,5036005.255,-73.624505,45.463908
Introduction,2022-05-10,nuit,21.0,300110.318,5041367.076,-73.560022,45.512208
Vol de véhicule à moteur,2022-05-10,nuit,22.0,300292.254,5043683.262,-73.557714,45.533051
Vol de véhicule à moteur,2022-03-26,soir,27.0,293288.258,5048411.976,-73.6475,45.575521
Méfait,2022-03-27,nuit,44.0,298678.688,5044805.498,-73.578387,45.543137
Vol dans / sur véhicule à moteur,2022-05-10,jour,16.0,301078.8315,5036252.368,-73.547587,45.466189
Vol de véhicule à moteur,2022-05-10,jour,23.0,301094.755,5045288.195,-73.547452,45.547498
Méfait,2022-03-27,nuit,22.0,300599.802,5042594.589,-73.553767,45.523257
Vol dans / sur véhicule à moteur,2022-05-09,soir,48.0,301954.307,5048719.602,-73.536464,45.578379
Méfait,2022-05-10,jour,20.0,298104.653,5040035.006,-73.585673,45.500205
Introduction,2022-05-10,jour,21.0,300439.316,5041497.578,-73.555812,45.513384
Introduction,2022-03-27,nuit,39.0,295020.171,5050817.091,-73.625357,45.597189
Vol de véhicule à moteur,2022-03-27,jour,31.0,295494.095,5045417.569,-73.61918,45.548609
Vol de véhicule à moteur,2022-03-27,jour,35.0,297526.696,5044121.086,-73.593129,45.536967
Vol dans / sur véhicule à moteur,2022-03-27,soir,10.0,287294.883,5043277.724,-73.724109,45.529197
Vol de véhicule à moteur,2022-05-10,soir,27.0,294230.698,5045487.059,-73.635361,45.549217
Méfait,2022-03-27,soir,13.0,296463.101,5032035.9,-73.606543,45.428208
Introduction,2022-03-28,nuit,20.0,299277.932,5040589.065,-73.570666,45.505201
Vol dans / sur véhicule à moteur,2022-03-28,nuit,39.0,295140.719,5051202.5,-73.62382,45.600659
Vol dans / sur véhicule à moteur,2022-03-28,jour,30.0,296630.019,5047167.963,-73.604661,45.564374
Méfait,2022-03-28,soir,26.0,296595.5,5042128.5,-73.605019,45.519027
Vols qualifiés,2022-03-28,soir,42.0,298695.844,5048734.0,-73.578217,45.578487
Vol dans / sur véhicule à moteur,2022-05-11,nuit,48.0,303728.109,5052138.603,-73.513742,45.609149
Introduction,2022-05-04,jour,39.0,293602.656,5049970.5,-73.643507,45.58955
Introduction,2022-05-11,jour,38.0,299410.015,5041515.575,-73.568986,45.513539
Vol de véhicule à moteur,2022-03-23,nuit,48.0,301663.804,5048645.6,-73.540186,45.577711
Introduction,2022-03-29,jour,7.0,289684.865,5041926.213,-73.69347,45.517091
Vol dans / sur véhicule à moteur,2022-05-11,jour,31.0,294692.316,5043301.567,-73.629404,45.529558
Méfait,2022-05-08,jour,38.0,299343.127,5042995.921,-73.569859,45.526859
Méfait,2022-03-29,jour,38.0,297397.507,5042867.579,-73.594764,45.525686
Méfait,2022-03-29,soir,31.0,295076.083,5043142.416,-73.624488,45.528131
Introduction,2022-05-11,soir,31.0,296880.852,5045423.163,-73.60142,45.548677
Vol dans / sur véhicule à moteur,2022-05-12,nuit,8.0,289582.531,5033902.5,-73.694531,45.444888
Vol dans / sur véhicule à moteur,2022-05-12,jour,42.0,296031.031,5048950.5,-73.612367,45.580407
Méfait,2022-05-12,nuit,42.0,297824.25,5049479.0,-73.589396,45.585183
Introduction,2022-05-12,jour,22.0,299857.202,5042558.087,-73.563273,45.522923
Vol dans / sur véhicule à moteur,2022-03-30,nuit,27.0,293287.073,5044270.371,-73.647418,45.538253
Introduction,2022-03-30,jour,20.0,299545.0,5039801.368,-73.56724,45.498115
Vol dans / sur véhicule à moteur,2022-05-12,soir,42.0,297701.938,5049418.5,-73.590962,45.584637
Introduction,2022-03-30,jour,38.0,296777.686,5042988.596,-73.602701,45.526769
Vol de véhicule à moteur,2022-03-30,jour,39.0,295140.719,5051202.5,-73.62382,45.600659
Méfait,2022-03-24,nuit,26.0,293307.365,5038947.037,-73.647033,45.490352
Vol dans / sur véhicule à moteur,2022-03-24,jour,13.0,295999.921,5033720.302,-73.612492,45.443359
Vol de véhicule à moteur,2022-03-31,jour,35.0,296429.501,5044124.579,-73.607178,45.536986
Vol de véhicule à moteur,2022-05-13,jour,23.0,300959.687,5044972.611,-73.549179,45.544657
Vol de véhicule à moteur,2022-05-13,jour,31.0,293775.452,5044276.72,-73.641164,45.538319
Vol de véhicule à moteur,2022-05-13,jour,46.0,300934.188,5051327.0,-73.549556,45.601836
Vol de véhicule à moteur,2022-03-31,soir,9.0,296072.47,5036213.074,-73.611609,45.465791
Vol de véhicule à moteur,2022-03-31,soir,31.0,294448.558,5043404.511,-73.632527,45.53048
Introduction,2022-04-01,nuit,23.0,300763.829,5044521.441,-73.551683,45.540596
Vol dans / sur véhicule à moteur,2022-04-01,nuit,39.0,295224.254,5050969.424,-73.622744,45.598563
Vol de véhicule à moteur,2022-04-01,jour,15.0,300413.094,5037700.91,-73.556114,45.47922
Vol de véhicule à moteur,2022-05-13,soir,21.0,300182.975,5040803.601,-73.559086,45.507138
Vol de véhicule à moteur,2022-04-01,jour,39.0,295406.438,5051399.0,-73.620417,45.602431
Méfait,2022-05-14,nuit,48.0,301659.605,5048899.349,-73.540241,45.579995
Vol de véhicule à moteur,2022-05-14,nuit,38.0,298592.892,5044109.094,-73.579477,45.53687
Méfait,2022-05-14,nuit,31.0,294398.573,5043282.109,-73.633165,45.529378
Vol de véhicule à moteur,2022-04-01,jour,7.0,289317.1384,5037884.733,-73.698049,45.480716
Introduction,2022-05-14,jour,38.0,298014.971,5042187.462,-73.58685,45.519573
Vol dans / sur véhicule à moteur,2022-04-01,jour,7.0,289894.844,5041737.0,-73.690776,45.515393
Méfait,2022-04-01,jour,21.0,300032.139,5041253.252,-73.561021,45.511183
Méfait,2022-04-01,jour,9.0,291793.899,5036698.973,-73.666336,45.470097
Vol dans / sur véhicule à moteur,2022-04-01,soir,39.0,294296.656,5051161.5,-73.634639,45.600278
Vol dans / sur véhicule à moteur,2022-04-01,soir,30.0,294622.351,5048134.239,-73.630401,45.573043
Vol de véhicule à moteur,2022-04-02,nuit,16.0,298965.563,5035913.5,-73.574608,45.463126
Vol dans / sur véhicule à moteur,2022-04-02,nuit,27.0,293125.677,5048139.538,-73.649577,45.573067
Vol de véhicule à moteur,2022-04-02,nuit,23.0,301172.346,5045459.255,-73.546459,45.549037
Vol dans / sur véhicule à moteur,2022-05-15,jour,35.0,297830.205,5044795.429,-73.589253,45.543038
Méfait,2022-05-15,jour,22.0,300740.063,5042220.418,-73.551969,45.519891
Introduction,2022-05-15,jour,38.0,298696.309,5042047.578,-73.578127,45.51832
Vol de véhicule à moteur,2022-04-02,jour,9.0,295376.385,5036481.025,-73.620515,45.468193
Introduction,2022-04-02,jour,35.0,297116.653,5044059.197,-73.598378,45.536406
Vol dans / sur véhicule à moteur,2022-02-13,jour,31.0,294914.319,5042997.067,-73.626556,45.526821
Introduction,2022-02-13,jour,7.0,291593.806,5043305.738,-73.669073,45.529543
Vol de véhicule à moteur,2022-02-13,jour,31.0,295494.095,5045417.569,-73.61918,45.548609
Vol de véhicule à moteur,2022-02-13,jour,9.0,294886.863,5035869.744,-73.626763,45.462686
Vol dans / sur véhicule à moteur,2022-05-13,jour,26.0,296305.519,5039568.012,-73.608687,45.495983
Méfait,2022-05-13,jour,27.0,293042.21,5045729.591,-73.650588,45.55138
Méfait,2022-05-13,nuit,23.0,301921.988,5045647.117,-73.53686,45.550731
Vol de véhicule à moteur,2022-05-16,nuit,30.0,294373.237,5047737.2,-73.633584,45.569466
Vol de véhicule à moteur,2022-05-16,nuit,9.0,294435.43,5035423.22,-73.632527,45.458661
Vol de véhicule à moteur,2022-02-13,soir,20.0,298848.786,5039959.609,-73.57615,45.499533
Introduction,2022-02-13,soir,38.0,299253.511,5041756.077,-73.570992,45.515702
Introduction,2022-07-09,soir,35.0,296880.852,5045423.163,-73.60142,45.548677
Vol de véhicule à moteur,2022-07-10,jour,45.0,297262.312,5054461.357,-73.596674,45.630009
Vols qualifiés,2022-05-16,jour,46.0,300416.753,5050375.32,-73.55618,45.593269
Vol dans / sur véhicule à moteur,2022-05-16,jour,42.0,296350.875,5050821.5,-73.6083,45.597246
Méfait,2022-05-16,jour,38.0,298291.202,5042941.584,-73.583325,45.526361
Méfait,2022-04-02,soir,44.0,298678.688,5044805.498,-73.578387,45.543137
Méfait,2022-04-02,soir,23.0,301681.531,5044581.841,-73.539933,45.541144
Vol de véhicule à moteur,2022-04-03,nuit,8.0,293270.719,5033812.5,-73.647381,45.444149
Vol de véhicule à moteur,2022-04-03,nuit,23.0,301265.334,5046363.9,-73.545275,45.557178
Vol dans / sur véhicule à moteur,2022-04-03,jour,26.0,296985.4782,5041365.288,-73.600015,45.512164
Vol dans / sur véhicule à moteur,2022-05-16,jour,30.0,296630.019,5047167.963,-73.604661,45.564374
Méfait,2022-05-16,jour,23.0,300864.9,5044755.775,-73.550391,45.542705
Vol dans / sur véhicule à moteur,2022-05-16,jour,27.0,293683.889,5045239.144,-73.642359,45.546977
Introduction,2022-04-03,soir,31.0,296075.012,5045852.343,-73.611748,45.552529
Vol dans / sur véhicule à moteur,2022-05-16,soir,20.0,298647.984,5039975.078,-73.57872,45.499671
Vol dans / sur véhicule à moteur,2022-04-03,soir,30.0,294109.962,5047639.058,-73.636955,45.568579
Introduction,2022-05-09,nuit,22.0,300116.899,5042792.59,-73.559951,45.525035
Vol dans / sur véhicule à moteur,2022-04-01,soir,10.0,288728.634,5043250.394,-73.705753,45.528985
Vol de véhicule à moteur,2022-05-11,jour,46.0,300751.0,5052931.0,-73.551917,45.616268
Vols qualifiés,2022-04-04,jour,7.0,291592.898,5043182.436,-73.669081,45.528434
Vol dans / sur véhicule à moteur,2022-05-17,soir,26.0,294170.987,5040303.976,-73.636014,45.502576
Vol de véhicule à moteur,2022-05-17,soir,13.0,292841.438,5032221.5,-73.65283,45.429825
Vol dans / sur véhicule à moteur,2022-04-04,jour,8.0,293113.156,5033898.0,-73.649398,45.444916
Vol dans / sur véhicule à moteur,2022-04-04,soir,42.0,295721.493,5049585.232,-73.616345,45.586114
Vol de véhicule à moteur,2022-04-05,jour,38.0,298014.971,5042187.462,-73.58685,45.519573
Introduction,2022-04-05,jour,22.0,300289.907,5042125.584,-73.55773,45.519034
Vol dans / sur véhicule à moteur,2022-04-05,jour,7.0,291597.349,5043215.419,-73.669025,45.528731
Introduction,2022-05-18,nuit,38.0,296646.673,5042786.888,-73.604375,45.524952
Vol de véhicule à moteur,2022-05-18,nuit,7.0,289732.813,5042909.5,-73.692886,45.52594
Vol de véhicule à moteur,2022-05-18,nuit,5.0,287423.156,5034057.0,-73.72214,45.446228
Vol de véhicule à moteur,2022-05-18,nuit,16.0,301311.824,5035492.412,-73.544602,45.459352
Vol de véhicule à moteur,2022-05-18,jour,9.0,294459.187,5036147.221,-73.632238,45.465176
Vol de véhicule à moteur,2022-04-05,soir,21.0,300492.263,5040223.096,-73.555123,45.501916
Introduction,2022-05-18,jour,26.0,292566.625,5041928.5,-73.656584,45.517168
Méfait,2022-05-18,jour,9.0,292427.273,5037154.372,-73.658248,45.474206
Vols qualifiés,2022-05-18,soir,27.0,293976.301,5045125.059,-73.638611,45.545955
Vol de véhicule à moteur,2022-05-18,soir,7.0,288836.977,5039722.907,-73.704251,45.497246
Vol dans / sur véhicule à moteur,2022-05-18,soir,15.0,300869.544,5038528.003,-73.550282,45.486665
Vol de véhicule à moteur,2022-04-05,soir,38.0,298370.264,5044336.304,-73.582331,45.538912
Vol dans / sur véhicule à moteur,2022-04-05,soir,15.0,299641.686,5037409.547,-73.565978,45.476593
Introduction,2022-04-06,nuit,49.0,304773.549,5054808.979,-73.500339,45.633178
Méfait,2022-04-05,soir,38.0,299096.016,5041493.574,-73.573005,45.513339
Vol dans / sur véhicule à moteur,2022-05-18,soir,8.0,293525.901,5033947.226,-73.644123,45.445365
Vol de véhicule à moteur,2022-05-18,soir,21.0,300753.004,5041269.395,-73.551795,45.511333
Vol de véhicule à moteur,2022-05-18,soir,10.0,289971.355,5043560.989,-73.689852,45.531808
Vol de véhicule à moteur,2022-04-06,nuit,48.0,301185.863,5049033.808,-73.546313,45.581202
Méfait,2022-03-30,jour,9.0,295731.291,5038179.431,-73.616008,45.483481
Méfait,2022-05-19,jour,31.0,295407.773,5045146.471,-73.62028,45.546169
Vol de véhicule à moteur,2022-05-19,jour,46.0,298059.119,5051873.693,-73.586419,45.606733
Vol de véhicule à moteur,2022-04-06,nuit,45.0,297873.255,5055053.656,-73.588847,45.635345
Vol de véhicule à moteur,2022-05-19,jour,20.0,299841.999,5040376.144,-73.563446,45.503289
Introduction,2022-05-19,jour,15.0,297556.326,5035588.78,-73.592624,45.46019
Introduction,2022-05-19,jour,21.0,299729.376,5041238.768,-73.564896,45.511051
Vol de véhicule à moteur,2022-04-06,jour,13.0,295647.344,5032594.0,-73.616978,45.433219
Vol de véhicule à moteur,2022-04-01,soir,35.0,296481.823,5044799.036,-73.606519,45.543056
Vol de véhicule à moteur,2022-05-19,soir,7.0,288836.977,5039722.907,-73.704251,45.497246
Vol de véhicule à moteur,2022-05-19,soir,44.0,300262.802,5048107.821,-73.558132,45.572865
Introduction,2022-05-19,soir,22.0,300846.191,5043495.599,-73.550621,45.531366
Vol de véhicule à moteur,2022-05-19,soir,39.0,294184.719,5049411.5,-73.636035,45.584529
Vol de véhicule à moteur,2022-05-20,nuit,39.0,295165.375,5050927.5,-73.623498,45.598185
Vol de véhicule à moteur,2022-05-20,nuit,44.0,299223.975,5047410.082,-73.571434,45.566579
Vol de véhicule à moteur,2022-05-20,nuit,42.0,296408.156,5048607.5,-73.607528,45.577325
Vol de véhicule à moteur,2022-05-20,nuit,7.0,291593.806,5043305.738,-73.669073,45.529543
Vol dans / sur véhicule à moteur,2022-04-06,soir,48.0,301266.948,5050381.9,-73.545283,45.593333
Introduction,2022-04-06,nuit,38.0,299096.016,5041493.574,-73.573005,45.513339
Vol de véhicule à moteur,2022-04-06,soir,39.0,294320.594,5050885.0,-73.634326,45.59779
Vol dans / sur véhicule à moteur,2022-04-06,soir,39.0,294320.594,5050885.0,-73.634326,45.59779
Introduction,2022-04-07,nuit,26.0,294032.259,5039712.601,-73.637776,45.497253
